user_id,name,city,age,monthly_income,avg_mobile_recharge,recharge_frequency_days,utility_payment_delay_days,ecom_transaction_volume,ecom_return_rate,credit_reliability
5f86b200-238a-424a-aee6-bdf3de37876b,Harsh Hayre,Bihar Sharif,53,17659,699,33,43,1647,0.38,32
5579db70-a1b7-44ab-bc41-70ae27f28946,Dhruv Bhalla,Sikar,46,45515,999,26,26,7792,0.14,66
8ebd3c1c-f71e-4303-81ee-94fb8bb4cd1a,Kiaan Kadakia,Bikaner,47,46043,199,23,13,3232,0.39,52
4a4fe70b-9d8c-4293-8b98-008e2839dd7b,Vanya Venkatesh,Pimpri-Chinchwad,33,44794,499,23,29,3460,0.31,45
94d0520b-fb80-49a2-b258-d6b968c7bdf2,Meera Parmer,Khandwa,36,31898,299,23,37,7975,0.05,53
fb34d251-46bc-49a4-aafd-a2f8b94a33a5,Janya Chander,Surendranagar Dudhrej,51,46473,699,29,0,8291,0.03,88
020f6f09-0838-46ab-9a17-cb0c57501113,Abdul Din,Tezpur,35,15147,199,30,33,7085,0.18,59
64fb9ed1-0411-4946-8a32-c5ea661a201f,Shravya Swamy,Noida,31,39535,199,29,3,5887,0.18,79
b042a08a-0393-41e7-b37a-c560c7e83f01,Triya Sachdev,Jaunpur,43,10425,199,31,34,6557,0.35,50
402790da-cc69-4472-b5ca-25e2fa8ab3fa,Dayita Garde,Sambhal,18,29171,299,27,28,1174,0.32,55
61ac9257-0ba9-4933-ad02-998243ded2b5,Chakrika Raj,Ozhukarai,22,41367,199,27,7,1277,0.09,81
7ff48ac9-90f7-4d7c-ad2e-8b4b10b3b3bc,Parth Mishra,Kumbakonam,27,20641,999,24,7,5094,0.4,55
63eef2f5-2049-4048-ac07-6c42597f35f1,Mugdha Dyal,Imphal,41,39797,199,33,38,6995,0.12,49
b355ea21-7c8a-45da-adc5-7e91dcfec5a5,Orinder Gade,Motihari,24,47394,499,28,22,2648,0.07,72
3a5dcf80-3bdb-4059-b1cf-28d2c503890b,Om Sathe,Nagpur,25,32081,199,34,6,3774,0.33,60
00f5b42a-b50c-4318-8244-4750eca34c8a,Eiravati Chawla,Tirunelveli,25,21462,499,35,5,6440,0.38,58
32820c0a-0dca-4ff4-b82c-0d5b3b9245bb,Lucky Shah,Giridih,49,25370,999,29,18,3684,0.36,60
cd133f87-6511-4a3d-b14a-c1543ec7aec0,Anirudh Gupta,Warangal,51,19092,299,21,32,7264,0.39,39
1d15d5e5-a7d9-4ae3-b7b7-8cf9088075bd,Jason Pant,Chittoor,41,10514,499,26,42,4700,0.2,52
6d8bdc42-15cf-4ecc-be70-e78e990e5f2b,Wakeeta Sengupta,Raiganj,45,33971,299,28,13,8108,0.27,68
e1debb1e-cc07-4e2d-b7f2-d806df7f05a6,Pratyush Solanki,Pallavaram,42,38306,199,29,12,3479,0.35,64
3d753df9-8fdb-4259-8515-497dcc86c91e,Wazir Chaudhari,Durg,50,49619,499,31,12,6303,0.35,64
f9fb5f03-d2b9-42b7-b681-bb7fcadce6fc,Anvi Gopal,Satara,32,26690,199,34,39,3233,0.33,38
860a8343-8cd2-4119-b0c0-a71bc178dfe5,Elijah Narayanan,Varanasi,52,24171,999,35,19,697,0.17,59
f11d1c70-968c-4c9b-91ea-e6735b44b438,Guneet Majumdar,Pondicherry,27,25766,199,25,19,4226,0.11,72
8b687044-0071-4866-95d1-10729bad2f84,Anusha Hayer,Hubli–Dharwad,20,49213,699,22,32,910,0.25,46
efe61ec1-7e15-47f4-a93e-624e642ba5d2,Jeet Kata,Pallavaram,34,39706,499,25,36,5066,0.33,50
6941d377-1934-4e62-b2e1-18f5f79cfb61,Amaira Tak,Yamunanagar,24,47296,699,22,26,6162,0.11,57
ebaa3fd4-dabb-493b-8567-e58faf0b1152,Noah Chadha,Bilaspur,40,14084,699,25,2,9887,0.01,88
91071c78-a63f-4406-98ba-680c8c429c1b,Chakradhar Chandra,Berhampore,20,10930,299,30,35,1685,0.01,66
e6786119-aafa-4e92-9953-2a7013d7dd04,Yauvani Aggarwal,Noida,55,21986,699,33,16,1093,0.3,54
152dae08-2453-4bfc-8bc3-bf52b40be622,Yauvani Dugar,Ahmedabad,55,31372,299,29,31,4405,0.05,67
5b908e63-3c66-4548-8042-26d642523a65,Zayan Shanker,Rajpur Sonarpur,31,46646,699,26,18,3199,0.04,76
d0f08dcd-66b1-41db-b715-a2cd1291570e,Vrinda Balan,Thrissur,47,16710,499,27,35,711,0.03,65
921a0248-c301-45b0-9432-8e31bc22574c,Abhiram Bandi,Bijapur,21,44133,499,28,35,7492,0.12,61
4835df5f-fb13-4828-a23b-915c3e0d35a3,Vihaan Jaggi,Ramgarh,26,11049,299,35,39,5944,0.18,45
24a94bc1-e74d-4801-b6ee-5c6321bfa66e,Reyansh Bava,Gopalpur,40,33633,699,32,4,8030,0.23,66
b7f91da4-4e99-4b25-967f-c8b838570bc2,Anamika Batra,Thane,42,25300,199,23,10,9961,0.27,60
e018b192-6327-4f85-94d5-0d82e9e9b46a,Damyanti Acharya,Tezpur,44,41369,999,29,17,6133,0.28,65
5e34a30e-afdd-4030-a0e5-1712d2840780,Janya Kara,Ballia,24,48200,999,24,30,8165,0.12,54
61a2fb02-06c7-446c-bdc1-1a18579d054c,Kashish Mannan,Ahmedabad,34,30842,299,29,15,7934,0.1,75
ee7eb44f-0433-482e-add8-9e45e73f2c1f,Nitesh Mammen,Berhampur,23,15785,199,31,34,7043,0.06,64
4b9d5509-df94-47de-b43c-77c761d541a9,Abhiram Borra,Saharanpur,32,39826,199,26,28,7680,0.06,68
0eceb05f-2e17-4758-ad26-d581c8aea437,Zilmil Johal,Mau,30,37460,199,31,43,910,0.33,45
dff01816-2fb6-4b49-b66b-07588e79053d,Yashoda Doctor,Bellary,27,46883,299,22,7,4958,0.06,72
38776668-1429-4462-b984-2fdf618f6931,Chasmum Kunda,Barasat,36,20643,499,23,29,2994,0.39,41
3c2f2c89-c08c-4d1b-b1b8-b0b1f57e8148,Udant Tandon,Thanjavur,55,24856,499,25,0,1809,0.33,74
63322a86-4955-4ed4-9e79-ad1bae1d431d,Ryan Anand,Bulandshahr,34,25544,499,33,32,7544,0.26,46
854fed09-b51c-4873-90ea-ab99802ff3d6,Ekapad Anand,Ahmednagar,30,19955,299,26,25,4101,0.18,64
2c35636b-ef24-4730-a5ca-7a59b5d5c2db,Jai Vig,Faridabad,24,29136,299,35,39,7965,0.15,46
5f4b389d-ad84-447e-a102-c8bd3a874b28,Fariq Basu,Morena,45,32563,699,35,12,1790,0.31,56
f140468f-40be-494d-af2d-dd11372c6746,Sachi Dar,Korba,19,45759,199,24,32,6721,0.12,53
dd661535-e1aa-4374-a6e2-5111449cf058,Kamala Seth,Ghaziabad,20,32424,299,30,40,9631,0.38,44
248a5637-983f-445c-84ba-b8ddcafae4c7,Faraj Sama,Ghaziabad,55,19737,999,33,8,1672,0.1,70
999aa0a8-119a-478f-b778-0a4c8e4cbfd3,Saumya Mall,Bhagalpur,39,29871,999,23,28,4688,0.04,59
fbea5392-c3b3-4ddb-a461-f62ebdaf38cf,Chaman Mani,Bhubaneswar,30,37602,699,33,30,4056,0.11,54
e779d459-c57e-497d-9d65-c938f26c462a,Aashi Bhatt,Hazaribagh,25,41976,499,35,27,5769,0.21,52
071bbceb-876d-4c60-a19a-eb619c272386,Raksha Agate,Purnia,27,25018,299,32,12,4497,0.3,57
9c673017-4517-4aba-95f0-8734d3e66dbd,Arunima Madan,South Dumdum,38,44199,299,31,2,5363,0.2,79
ee478e30-68df-4c2f-bec0-27bea2dfe6ea,Qadim Doctor,Faridabad,21,26972,199,33,38,7061,0.06,52
b1447487-d13f-4ac6-8c12-7e01b8c81302,Vedant Ramanathan,Mangalore,49,35465,199,28,43,5183,0.09,57
3e090bb3-30b3-4ae5-9bad-0ffae9548cd1,Triya Barman,Pondicherry,44,13006,199,20,39,6768,0.39,34
a27fb05a-7f47-4ebf-8470-3651e847202d,Henry Minhas,Kochi,46,28419,999,30,41,8938,0.06,60
4f2854db-f751-4f4e-be53-0787500f31b4,Shivani Lalla,Satara,42,23077,299,24,7,5186,0.4,55
bcdf96e9-ff04-4960-88fd-32542ac7596d,Akshay Murty,Chandigarh,52,44634,299,24,25,8048,0.06,60
31eb9172-5191-4093-b537-73e91de77608,Tanay Srinivasan,Kavali,44,47566,999,34,37,4157,0.33,39
4c0c891b-c3a7-454a-8844-6f29b14769f8,Chatura Iyer,Nizamabad,37,28340,999,34,1,7404,0.34,62
82486c9b-0e45-4f71-9a40-7d729c4ee531,Harita Sarma,Sri Ganganagar,39,13428,699,21,26,3025,0.33,46
fc8b8819-4bdc-472d-8e0f-a0be9becce5a,Chavvi Sant,Hubli–Dharwad,42,31167,199,26,16,8013,0.22,68
449be5d9-5b7b-4e97-989d-07b1ca66afe1,Jagat Mukhopadhyay,Madanapalle,32,46024,199,20,6,7520,0.32,60
3f7f5eb0-e456-4000-a996-122865a11235,Yochana Sarin,Jalgaon,30,37458,499,21,34,8427,0.19,48
23afcbd5-e45e-4461-b8d7-ca0472ce3b5d,Champak Vora,Jorhat,31,37076,499,28,35,4516,0.06,64
cb762645-a837-4fd1-8b7d-93a1463914fc,Shravya Singh,Mehsana,46,39831,499,24,9,4242,0.05,72
86c9050c-1711-4324-8e75-acfea3d621fe,Omkaar Bhasin,Bhind,27,35715,499,29,40,2053,0.11,58
9845b1bd-6216-4ce4-aea5-7c284044f386,Reva Prabhu,Hajipur,41,21227,199,20,1,2166,0.34,62
0b7f07dc-dee3-4901-b9ff-90be6a71cd47,Jatin Bhat,Howrah,18,12515,699,20,35,2709,0.15,49
345737d7-b58a-4570-b527-d5708b77e379,Ira Shah,Thiruvananthapuram,28,14412,699,35,27,2101,0.06,59
77bd036b-253a-4eaf-8027-7fb7df047d75,Maya Chakraborty,Secunderabad,34,12262,999,26,18,7352,0.21,68
2d8669a0-da2d-4b04-804e-8c03fd3f52b8,Hardik Patil,Udupi,48,18791,499,20,33,9905,0.34,41
d60b2c2c-f49a-4f12-b826-8128687e05ec,Irya Sem,Aurangabad,37,25625,199,29,20,884,0.36,59
211c1f77-4e0f-40e8-a3ea-d385611c9dd1,Indrajit Kumer,Ranchi,47,19737,699,28,43,1048,0.3,46
7751e124-2967-41c6-9bb5-973479c12c87,Banjeet More,Pudukkottai,48,37531,299,22,18,9169,0.36,50
2703c238-a21b-44a7-a207-4448f3d326b6,Chasmum Mani,Chandrapur,30,48661,999,26,15,5575,0.33,64
f7f412f5-4eb8-4d77-b17d-b904cea9692d,Mugdha Karpe,Kollam,37,31469,299,35,15,3442,0.25,58
fdacda8f-7ab3-4d9b-98c2-11d9c126611e,Aahana Raman,Bharatpur,35,44251,199,31,25,5512,0.13,67
0f5b5d47-c5b5-413a-bc4d-369e8a3c7507,Meera Raju,Panchkula,45,42032,699,29,40,3297,0.23,52
6c4e456e-795d-4e07-bc7a-4af9a77f7982,Kai De,Sambhal,28,36378,999,32,16,4427,0.12,63
d0ab507a-39e1-441b-b8bf-0078d1ac85c6,Raghav Cherian,Nizamabad,31,29658,199,22,26,5062,0.26,50
5d7a86e2-5f1a-4d43-810d-adc79aeb3ff0,Hemani Gola,South Dumdum,36,46261,299,30,4,6885,0.14,80
0bd5a175-9cc6-40ba-a01e-e2b6a808e4a4,Ayush Salvi,Satna,52,25619,199,29,20,9306,0.39,57
4cbeb8f3-ccc1-40fd-8fb4-1804263b2237,Meghana Sani,Muzaffarnagar,41,43262,499,32,29,7338,0.25,48
10dcecc4-edb2-44a2-a1f8-2bb3adcc7ea9,Urvi Yogi,Imphal,21,42270,299,29,12,4921,0.26,69
2160ecca-e2fb-4b3f-950a-99bac33d836b,Qasim Gole,Nadiad,30,43790,499,25,20,3478,0.29,62
ecfe6807-5c28-4974-ba1a-ffcc8c5a479e,Wishi Krishnan,Kottayam,48,23878,199,35,23,518,0.11,59
dc94f086-c8c0-4485-a02d-4a118da569d2,Vyanjana Ahluwalia,New Delhi,30,40017,699,33,38,4024,0.27,41
6df205cc-9ee3-465d-8c44-f97507c4bc26,Nicholas Krish,Alwar,54,27583,199,35,11,7653,0.16,65
26ecfa42-8434-4b37-b547-2e47004c7c59,Shivansh Dada,Patiala,22,42436,699,20,42,1813,0.24,40
cb7967a0-9e47-4b2f-8991-d24bb9e55bae,Hemang Kade,Anantapuram,48,40635,199,33,12,3503,0.3,57
ec60487e-4c80-4137-a285-0acaeeba72ea,Elijah Kamdar,Bongaigaon,54,26302,499,32,1,1045,0.27,66
8137afc3-b833-4e3d-afb6-6d9965ca52c1,Gaurika Vig,Dindigul,36,41416,699,23,21,2051,0.09,62
6733e0bb-0830-4ee3-b169-11941f3ae6ba,Jai Garg,Unnao,18,42199,499,28,34,5838,0.17,59
04c4c98a-32c9-405c-a9c0-3c8a9d5a26b7,Yash Mitter,Maheshtala,50,39846,199,33,40,3762,0.34,36
7ec2780e-ef86-4ad9-be3b-4c224a0495fe,Omkaar Shetty,Ramagundam,34,10381,199,24,27,5603,0.38,43
2fff22cf-670b-41eb-a0a1-d156d938728f,Tristan Dada,Aurangabad,37,36984,299,33,7,2845,0.21,65
05f63afb-cde3-493e-8291-9849386e8c24,Andrew Grover,Hospet,24,34993,499,26,31,4763,0.11,64
98fcde37-d287-4b9c-a9e5-e25a444d1d04,Yashawini Pau,Kulti,29,26075,299,28,36,4604,0.32,50
3a940fc2-134f-4023-afbb-ea4e7b416a75,Ikshita Naik,Bhiwani,36,41451,299,29,9,9243,0.18,75
c2a7be4b-07d8-4220-832c-dee979f66419,Yashvi Ganguly,Gurgaon,50,32349,299,27,3,756,0.39,68
7d2bf1ae-18a2-4e35-bc76-f0aa72c438d3,Sai Gala,Ulhasnagar,47,36114,699,28,20,1457,0.19,67
192d241a-c902-409e-804c-9e4e80f6d476,Hemal Verma,Mau,20,39682,199,30,40,3909,0.02,62
f58bcf2c-2a5b-418a-83f2-e4430e4df6f1,David Sangha,Haridwar,47,44444,999,27,11,6841,0.27,69
c5c1eb1e-7365-40c3-bc12-df117654440e,Isha Andra,Allahabad,44,22276,299,21,31,7424,0.36,41
7c7e9216-d09d-43a4-a548-a7898d271791,Nidhi Dixit,Bhimavaram,22,17012,499,32,12,2577,0.07,68
b593e4ca-9b6a-4ac4-a536-329d611a740d,Yochana Gola,Pali,33,15953,499,32,38,7516,0.18,46
28612209-c0e7-465f-984c-932047384543,Lajita Ram,Chandrapur,51,35367,299,34,24,2988,0.33,48
d4e183ab-dd34-448c-a575-f9464ac6ea50,Hemani Bose,Bidar,21,32357,499,26,25,1984,0.14,66
3d60b6d1-2da6-4649-9b8a-d0a81ba6ceec,Darpan Sankaran,Thane,40,24735,299,30,24,6675,0.21,64
472340df-9855-47ec-b858-11cf6c45ed98,Chandran Mohanty,Akola,37,42714,999,29,24,2896,0.33,58
71b487e1-80e9-4c4c-9784-76423eb679c5,Chaaya Kunda,Karaikudi,51,18424,699,24,2,7679,0.15,71
1b0e3fd1-7194-4ea6-a631-55df752e22f3,Qasim Dua,Ramgarh,36,24660,699,31,0,7101,0.33,74
5af01ae1-d6a5-427f-aced-3760063a6ea1,Tara Char,Phagwara,49,39884,999,24,1,8650,0.27,66
8fd380a0-9ddc-4496-82a6-b71049d53bfe,Nicholas Sachdev,Gandhinagar,52,24602,199,26,8,7175,0.13,78
f523fa59-2f69-4db6-8898-6ca16c960482,Manya Reddy,Sambhal,28,49487,699,26,21,2829,0.1,71
65cab4fc-50ad-4323-993d-12a518d22f6d,Krishna Anne,Ludhiana,35,21587,299,24,40,2812,0.33,37
b9718fe7-06d8-48cd-8e77-ffe94440c066,Sathvik Oak,Jodhpur,18,11980,999,28,39,4035,0.11,58
a411f063-ab05-4666-a11e-9d2f002d2873,Patrick Tak,Nellore,36,21644,699,35,45,2055,0.35,32
dbd96a72-f4b2-4daf-a3c8-30a6a8789ace,Aadhya Dayal,Motihari,31,36219,699,30,42,8733,0.04,60
f000a4e0-a06d-46b1-9e99-0cb30be68bce,Aishani Ghose,Meerut,39,35383,699,27,28,3206,0.29,57
29296681-478e-4c1c-8e71-cc428f023c09,Yashawini Badal,Raichur,42,14459,699,31,39,7936,0.15,56
771ff06d-074d-4a90-beb7-395f9ac0785d,Azad Parikh,Coimbatore,47,23047,499,34,23,6840,0.07,61
b479c812-1860-4335-82d3-d4ddcd15c3f9,Lakshmi Pandit,Chapra,42,10877,299,30,8,4663,0.29,70
7282a1d9-2d69-4be9-95ea-269ac3e53b47,Damini Shukla,Deoghar,35,15026,199,20,45,7130,0.21,40
0bf93d28-c30c-43a7-81c1-c5edd2812b8d,Falak Chatterjee,Ujjain,33,37370,199,32,3,559,0.23,66
2ae2dc43-bfda-44bb-93a6-53bd8c8a3ab8,Lakshit Edwin,Bhiwandi,37,11152,299,27,15,7435,0.37,62
db7fe045-dedc-47fa-8a29-a79bbca2d559,Daksh Sidhu,Sikar,23,16796,999,20,39,8636,0.06,51
6076e4d8-31ac-4f36-b974-30738df28602,Atharv Rajan,Mumbai,40,38337,699,21,31,6190,0.24,47
808eeca8-c0a8-4f5c-ad7c-c478a6797307,Abha Warrior,Tiruchirappalli,51,26643,199,23,18,9058,0.25,56
c7e5536e-26a7-43c4-afca-db1f5d6c6198,Krishna Pau,Meerut,49,49455,199,21,21,1150,0.31,50
d17ffe98-e11e-487f-885e-5270ca6f4687,Aashi Manda,Jodhpur,48,16296,999,31,27,5823,0.37,54
5c828651-125d-4719-b540-4de121a19136,Timothy Deshmukh,Serampore,25,24568,999,23,9,6441,0.26,61
4efd95e8-6974-47ae-a32c-08009455d1d6,Farhan Sampath,Guntur,45,38946,299,28,19,4068,0.06,74
63ce8b68-c953-4142-bdf4-44dfb0ca221e,Chameli Wason,Barasat,35,29251,699,32,31,4829,0.07,56
ccd29309-35b3-4e73-b014-eb2aa0bf9930,Balveer Nagar,Deoghar,41,36666,699,24,44,5679,0.09,46
ae95c5f9-8327-4d30-bc15-09c0979ab8ad,Ira Vora,Anand,19,37956,999,24,8,1032,0.05,72
2999204c-fb73-4fac-a8ae-c85e473591e9,Christopher Krishnamurthy,Vasai-Virar,28,44465,199,20,42,5651,0.31,36
d9725b5f-2939-45aa-91ba-4e02c0fac425,Diya Shan,Khammam,37,35175,699,32,23,7334,0.06,62
b979510e-c1fe-4dd2-afe7-67c183d23e9a,Reva Randhawa,Ahmednagar,19,11816,199,30,35,2502,0.34,50
f475daa7-cf3b-486d-a34d-a54267d89665,Vincent Bhattacharyya,Fatehpur,36,44672,999,27,41,3487,0.31,47
8b0901d9-8fab-41b2-a36d-5f4df57d4868,Gaurika Sehgal,Dhule,53,30812,999,35,25,9879,0.23,52
2c872ef6-5a35-460f-ba98-3ac00674bc60,Yashvi Patel,Kanpur,39,16712,699,26,31,8385,0.2,59
5799b5fe-c5f4-4f1f-bf6a-09c76838c81b,Ishaan Doshi,Nagercoil,21,15432,199,34,20,1010,0.31,51
435b81c8-925f-4d63-8550-eae5dcb7e177,Mitali Hayer,Katihar,41,32911,699,21,9,4001,0.28,60
d5bc5a4f-8521-4767-a8c1-b956177d567f,Ikshita Chandran,Bhubaneswar,23,12060,199,24,42,4339,0.14,45
f84a4caa-6f29-4876-8f53-56d2a7c0519f,Inaya Chaudry,Kozhikode,44,30006,699,33,34,3745,0.38,38
0b406520-bd76-4673-8dfb-23a5652c7bb0,Riya Merchant,Vijayanagaram,21,30380,699,31,37,5252,0.35,48
2a27c08f-2d11-4d1d-9c92-a7b4aa8ff295,Bhavna Vala,Tenali,19,43985,699,22,12,3614,0.21,62
90c62265-a720-4c36-b4bc-a4e9982594c7,Anya Issac,Madurai,22,18266,499,30,38,9621,0.05,62
8f7ecb61-2fe8-4f76-b195-a5d586ae1ed9,Om Puri,Hazaribagh,26,30666,299,27,14,8932,0.03,79
ed80701e-463e-4078-97ab-07328817cbe7,Pallavi Agarwal,Kumbakonam,38,15058,199,26,26,7884,0.03,71
99a62a0d-1039-4cba-b8f0-aa06ce7fa9de,Prisha Bhargava,Kottayam,35,21919,299,27,26,9274,0.21,62
b103bc6b-4e26-448b-a70c-8e5bd1fc857c,Priya Verma,Hyderabad,40,49084,999,33,39,3505,0.0,54
6d4c1fa6-1c8e-4fcc-89f7-11aa8a5fc616,Akshay Dewan,Bhubaneswar,50,16116,699,34,0,841,0.32,64
878636a4-9119-4c01-a6ef-7d3d95ae3451,Inaya Bansal,Mehsana,22,49396,499,24,0,6383,0.37,62
2c7ac0ec-fd50-45bf-a0d9-41078fd98302,Caleb Tandon,Firozabad,21,10149,199,30,33,6522,0.06,65
1d1c6419-7f32-45e6-badd-bf9d606e74a2,Yachana Magar,Kollam,53,18190,499,26,41,9848,0.13,56
0be91db4-3a33-440b-927d-f7a17106b86a,Yashvi Mohan,Rajpur Sonarpur,31,23704,699,25,4,812,0.4,67
f790cfc2-4460-408c-8da5-983a16cf8712,Wahab Wason,Srikakulam,53,30777,199,34,29,4615,0.38,42
a3b623b3-4937-4070-91ad-7b826b63c97f,Urvi Dixit,Kirari Suleman Nagar,51,26327,699,30,19,4029,0.17,69
bd622162-c12c-4d7b-b659-788c4a92259e,Zansi Pau,Motihari,48,12292,699,34,8,6448,0.14,68
15c2f1d4-cf50-4a47-a8a1-0cebfc8e7f91,Harrison Das,Nizamabad,38,26768,199,24,34,7173,0.15,50
ac7fe9e0-b121-4b7c-9f24-ba147c6d927b,Oliver Wali,Tumkur,38,22541,499,29,12,4247,0.06,79
a0d8938f-d239-4f47-b11c-ece08895b2cb,Abhimanyu Doctor,Jamshedpur,47,28366,199,28,1,9064,0.1,84
20b319d1-4ec4-489d-bf39-75ffbeeb853b,Rachit Bhakta,Bokaro,53,16802,699,32,31,1384,0.04,57
b8e74f35-97b6-4b31-af5a-618e23ba03d0,Tanay Behl,Latur,38,17166,999,24,14,4084,0.32,55
53035346-3b1c-46f8-81f9-853a9de4cd25,Wakeeta Chauhan,Junagadh,38,34705,699,34,8,5715,0.18,66
c3910f99-c46a-4ee0-9ee2-58c8e162c843,Neha Kade,Kota,40,30777,299,27,29,5538,0.0,71
f74e4a0e-0e58-4d43-8840-f6bc2c221756,Ekanta Trivedi,Udaipur,27,28078,299,22,20,2943,0.12,61
94e7e227-0302-467e-a04c-ae5b8beac8c3,Aarav Murty,Bhalswa Jahangir Pur,24,46320,199,23,18,1703,0.2,58
6bca85e0-acce-4f69-9ce6-fcc581b9ee1a,Jai Loke,Davanagere,45,17415,499,31,31,5751,0.35,52
c2aa41a7-ecd7-478d-9c7a-ebda2f44f8f4,Gaurav Bajwa,Siwan,32,23088,699,20,10,5447,0.14,66
5c585a2f-71d4-4f34-bd07-0f5d55160e89,Bachittar Toor,Anantapur,43,49162,199,26,13,3286,0.21,71
15068a17-a2b3-4df5-901e-6fd27766f8fb,Tanveer Gulati,Singrauli,50,37737,199,22,18,4720,0.15,60
4c4632ab-c700-4814-b928-3526a28d4c98,Kiaan Sood,Loni,50,13303,699,33,9,3292,0.29,60
8e675643-9a0f-4655-84cd-42a999aaf8c5,Shravya Gade,Erode,53,45772,699,30,34,3872,0.37,49
